Data Set,Tapajos National Forest - km 83 - March 2000  Tree Survey,,,,,,,,,,,,
Site,Flona Tapajos National Forest (TNF) Km 83 tower site - Santarem - Para - Brazil,,,,,,,,,,,,
File name ,CD04_TNF_KM83_Tree_Survey_2000.csv,,,,,,,,,,,,
File date ,2010-1-18,,,,,,,,,,,,
LBA Team ID,  CD-04,,,,,,,,,,,,
,,,,,,,,,,,,,
Tree survey in 18 ha plot east of the eddy covariance tower in March 2000,,,,,,,,,,,,,
,,,,,,,,,,,,,
Column,Heading,Units/format,Description,,,,,,,,,,
Gombeira,Swartzia cf. laurifolia Benth.,Fabaceae,B22,1345,16.6,9.49677457,52.18618197,,,,,,
Andiroba,Carapa guianensis Audl.,Meliaceae,B22,1346,25.5,13.54311954,169.5117433,,,,,,
Matamata vermelho,Eschweilera idatimom,Lecythidaceae,B22,1347,16.1,9.269451819,48.05953539,,,,,,
Gema de ovo,Poecilanthe effusa ( Hub ) Ducke,Fabaceae,B22,1348,11.2,7.041688856,18.42097643,,,,,,
Muiratinga,Maquira guianensis ( Aubl ) Hub.,Moraceae,B23,1349,23.9,12.81568674,141.5547043,,,,,,
Matamata vermelho,Eschweilera idatimom,Lecythidaceae,B23,1350,16.8,9.58770367,53.90036495,,,,,,
Caqui,Diospyros guianensis ( Aubl ) Gurke,Ebenaceae,B23,1351,14.2,8.405625364,34.35106215,,,,,,
Goiabarana,Myrcia rufipila Mc Vaugh.,Myrtaceae,B23,1352,24.3,12.99754494,148.2318374,,,,,,
inga preto,Inga sp.,Mimosaceae,B23,1353,13.1,7.905515311,27.74843727,,,,,,
Matamata branco,Eschweilera coriacea ( A. P. Decandolle ) Mart ex Berg,Lecythidaceae,B23,1354,11.1,6.996224306,17.99790098,,,,,,
Aroeira,Astronium gracile Engl.,Anacardiaceae,B23,1355,28.2,14.7706624,224.6064343,,,,,,
Cuiarana,Terminalia amazonica ( J. Gmelin ) Exell,Combretaceae,B23,1356,19.5,10.81524653,80.81087535,,,,,,
Marfim preto,Agonadra sp.,Opiliaceae,B23,1357,29.3,15.27077245,250.0861369,,,,,,
Acariquarana,Rinoria guianensis Aubl.,Violaceae,B23,1358,28.8,15.0434497,238.2786858,,,,,,
Janita,Brosimum guianense (Aublet ) Huber,Moraceae,B23,1359,15.1,8.814806316,40.4661492,,,,,,
Embaubarana,Pourouma guianensis Aubl.,Cecropiaceae,B23,1360,26.3,13.90683595,184.7699472,,,,,,
Muiratinga,Maquira guianensis ( Aubl ) Hub.,Moraceae,G00,1361,17.1,9.724097321,56.5409195,,,,,,
Embauba branca,Cecropia palmata Willd.,Cecropiaceae,G00,1362,13.5,8.087373512,30.04212902,,,,,,
Embauba branca,Cecropia palmata Willd.,Cecropiaceae,G00,1363,20.7,11.36082113,95.17969259,,,,,,
Arataciu preto ,Anomalocalyx uleanus (Pax. & K. Hoffm.) Ducke,Euphorbiaceae,G00,1364,12.6,7.678192559,25.04786078,,,,,,
Janita,Brosimum guianense (Aublet ) Huber,Moraceae,G00,1365,15.2,8.860270866,41.18691678,,,,,,
Passarinheira,Casearia ulmifolia Vahl ex Ventenat,Flacourtiaceae,G00,1366,12.9,7.81458621,26.646294,,,,,,
Capitiu,Sipararuna cristata ( Poepp et Endl ) A. DC.,Mimosaceae,G00,1367,19.1,10.63338833,76.36260369,,,,,,
Ucuuba vermelha,Virola elongata ( Benth ) Warb ,Myristicaceae,G00,1368,21.9,11.90639573,111.1499982,,,,,,
Tachi preto folha miuda,Tachigalia myrmecophila Ducke,Caesalpinaceae,G00,1369,13.9,8.269231713,32.45762699,,,,,,
Capitiu,Sipararuna cristata ( Poepp et Endl ) A. DC.,Mimosaceae,G01,1370,12.8,7.76912166,26.10622744,,,,,,
Matamata vermelho,Eschweilera idatimom,Lecythidaceae,G01,1371,15,8.769341766,39.75377426,,,,,,
Abiu seco,Pouteria paraensis,Sapotaceae,G01,1372,14.2,8.405625364,34.35106215,,,,,,
Breu vermelho,Protium tenuifolium Engl.,Burseraceae,G01,1373,15.2,8.860270866,41.18691678,,,,,,
Matamata vermelho,Eschweilera idatimom,Lecythidaceae,G01,1374,34.9,17.81678727,409.8950142,,,,,,
Matamata vermelho,Eschweilera idatimom,Lecythidaceae,G01,1375,11.8,7.314476157,21.09746539,,,,,,
Matamata branco,Eschweilera coriacea ( A. P. Decandolle ) Mart ex Berg,Lecythidaceae,G01,1376,13.9,8.269231713,32.45762699,,,,,,
Papo de mutum,Lacunaria cf.crenata ( Tul ) A .C. Sm,Quiinaceae,G01,1377,16.6,9.49677457,52.18618197,,,,,,
Arataciu,Sagotia racemosa,Euphorbiaceae,G01,1378,16.5,9.45131002,51.3428003,,,,,,
Abiu rosadinha,Michopholis venulosa (Mart. & Eichler ) Pierre,Sapotaceae,G01,1379,25.6,13.58858409,171.3713975,,,,,,
Ucuuba da terra firme,Virola michelii Heckel,Myristicaceae,G01,1380,12.1,7.450869808,22.52664071,,,,,,
Mirauba,Mouriri brachyanthera Ducke,Melastomataceae,G01,1381,27,14.2250878,198.8471304,,,,,,
Abiu seco,Pouteria paraensis,Sapotaceae,G02,1382,20,11.04256928,86.6086574,,,,,,
Muiratinga,Maquira guianensis ( Aubl ) Hub.,Moraceae,G02,1383,14.5,8.542019014,36.31608368,,,,,,
Capitiu,Sipararuna cristata ( Poepp et Endl ) A. DC.,Mimosaceae,G02,1384,14.9,8.723877215,39.04974325,,,,,,
Breu ,Protium decandrum ( Aublet ) March.,Burseraceae,G02,1385,11.3,7.087153406,18.8505438,,,,,,
Louro amarelo,Licaria brasiliensis (Nees) Kosterm.,Lauraceae ,G02,1386,18.5,10.36060102,69.99947728,,,,,,
Muiratinga,Maquira guianensis ( Aubl ) Hub.,Moraceae,G02,1387,16.8,9.58770367,53.90036495,,,,,,
Tachi preto folha miuda,Tachigalia myrmecophila Ducke,Caesalpinaceae,G02,1388,14.8,8.678412665,38.35400741,,,,,,
Louro preto,Nectandra globosa ( Aubl ) Mez.,Lauraceae,G02,1389,24.5,13.08847404,151.6474614,,,,,,
Caxua,Trichilia lequente,Meliaceae,G02,1390,28.7,14.99798515,235.9625927,,,,,,
Urucurana,Lindackeria latifolia Benth.,Flacourtiaceae,G03,1391,26.5,13.99776505,188.7220205,,,,,,
Matamata vermelho,Eschweilera bracteosa ( Poepp ex Berg ) Mori,Lecythidaceae,G03,1392,11,6.950759755,17.58126873,,,,,,
Caferana,Dendrobrangea boliviana Rusby,Icacinaceae,G03,1393,10.9,6.905295205,17.17103092,,,,,,
Caxua,Trichilia lequente,Meliaceae,G03,1394,21.5,11.72453753,105.6434227,,,,,,
Inga cipo,Inga edulis Mart.,Mimosaceae,G03,1395,25.2,13.40672589,164.0133458,,,,,,
Louro amarelo,Licaria brasiliensis (Nees) Kosterm.,Lauraceae ,G03,1396,11.5,7.178082507,19.72934928,,,,,,
Breu manga,Tetragastris altissima ( Aubl ) Swartz,Burseraceae,G03,1397,20.6,11.31535658,93.92228443,,,,,,
Caxua,Trichilia lequente,Meliaceae,G03,1398,17.9,10.08781372,63.99813261,,,,,,
abiu vermelho,Pouteria platyphylla ( A . C Sm ) Baehni,Sapotaceae,G03,1399,15.7,9.087593618,44.91835016,,,,,,
Louro preto,Nectandra globosa ( Aubl ) Mez.,Lauraceae,G03,1400,30,15.5890243,267.2609942,,,,,,
Pau de colher,Lacmelea aculeata ( Ducke ) Monachino,Apocynaceae,G03,1401,29.2,15.2253079,247.6942196,,,,,,
Ucuubarana,Iryanthera sagotiana (Benth.)Warb.,Myristicaceae,G04,1402,20.2,11.13349838,89.00289183,,,,,,
Andiroba,Carapa guianensis Audl.,Meliaceae,G04,1403,27.8,14.5888042,215.7877533,,,,,,
Murta,Myrcia fallax ( Rich ) DC.,Myrtaceae,G04,1404,17.7,9.996884623,62.07626116,,,,,,
Seringueira,Hevea brasiliensis Muell. Arg.,Euphorbiaceae,G04,1405,11.5,7.178082507,19.72934928,,,,,,
Purui,Duroia longiflora Ducke,Rubiaceae,G04,1406,18.4,10.31513647,68.97441368,,,,,,
Muiratinga,Maquira guianensis ( Aubl ) Hub.,Moraceae,G04,1407,11.4,7.132617956,19.28665184,,,,,,
Arataciu preto ,Anomalocalyx uleanus (Pax. & K. Hoffm.) Ducke,Euphorbiaceae,G04,1408,11.9,7.359940708,21.56700783,,,,,,
Breu vermelho,Protium tenuifolium Engl.,Burseraceae,G04,1409,25,13.31579679,160.4143976,,,,,,
Quinarana,Geissospermum sericeum (Benth.)Hook.,Apocynaceae,G05,1410,21.6,11.77000208,107.0026779,,,,,,
Breu vermelho,Protium tenuifolium Engl.,Burseraceae,G05,1411,10.7,6.814366105,16.36954371,,,,,,
Breu vermelho,Protium tenuifolium Engl.,Burseraceae,G05,1412,20.5,11.26989203,92.675949,,,,,,
Matamata preto,Eschweilera coriacea (A.DC.)Mori,Lecythidaceae,G05,1413,30.1,15.63448885,269.7767634,,,,,,
Acariquarana,Rinoria guianensis Aubl.,Violaceae,G05,1414,34.8,17.77132272,406.5706739,,,,,,
Abiu cutite,Pouteria macrophylla ( Lamarck ) Eyma,Sapotaceae,G05,1415,11.9,7.359940708,21.56700783,,,,,,
Matamata vermelho,Eschweilera bracteosa ( Poepp ex Berg ) Mori,Lecythidaceae,G05,1416,25.7,13.63404864,173.2445603,,,,,,
Tauari,Couratari guianensis Aubl.,Lecythidaceae,G05,1417,16.6,9.49677457,52.18618197,,,,,,
Envira surucucu,Duguetia echinophora R.E. Fries ,Annonaceae,G05,1418,10.8,6.859830655,16.76713883,,,,,,
Tauari cachimbo,Cariniana micrantha Ducke,Lecythidaceae,G05,1419,28.5,14.90705605,231.3754141,,,,,,
Acariquarana,Rinoria guianensis Aubl.,Violaceae,G05,1420,12.1,7.450869808,22.52664071,,,,,,
Ucuuba da terra firme,Virola michelii Heckel,Myristicaceae,G06,1421,18.2,10.22420737,66.95424005,,,,,,
Matamata vermelho,Eschweilera bracteosa ( Poepp ex Berg ) Mori,Lecythidaceae,G06,1422,16.4,9.405845469,50.50849354,,,,,,
Breu ,Protium decandrum ( Aublet ) March.,Burseraceae,G06,1423,23.3,12.54289944,131.918445,,,,,,
Abiu seco,Pouteria paraensis,Sapotaceae,G06,1424,10.9,6.905295205,17.17103092,,,,,,
Arataciu,Sagotia racemosa,Euphorbiaceae,G06,1425,12.4,7.587263459,24.01819114,,,,,,
Envira surucucu,Duguetia echinophora R.E. Fries ,Annonaceae,G06,1426,10.5,6.723437004,15.59304945,,,,,,
Andirobarana ,Guarea subsessiliflora C. DC.,Meliaceae,G07,1427,26.6,14.0432296,190.7189534,,,,,,
Janita,Clarisia elicifolia ( Spreng ) Lanj. & Russb.,Moraceae,G07,1428,15.4,8.951199967,42.65382484,,,,,,
Acariquarana,Rinoria guianensis Aubl.,Violaceae,G07,1429,32.5,16.72563806,334.9774466,,,,,,
Acariquarana,Rinoria guianensis Aubl.,Violaceae,G07,1430,20.5,11.26989203,92.675949,,,,,,
Ucuuba da terra firme,Virola michelii Heckel,Myristicaceae,G07,1431,11.9,7.359940708,21.56700783,,,,,,
Ucuuba da terra firme,Virola michelii Heckel,Myristicaceae,G08,1432,10,6.496114253,13.75859922,,,,,,
Mirauba,Mouriri brachyanthera Ducke,Melastomataceae,G08,1433,26.9,14.17962325,196.793922,,,,,,
Abiu seco,Pouteria paraensis,Sapotaceae,G08,1434,11.4,7.132617956,19.28665184,,,,,,
Acariquarana,Rinoria guianensis Aubl.,Violaceae,G08,1435,25.5,13.54311954,169.5117433,,,,,,
Acariquarana,Rinoria guianensis Aubl.,Violaceae,G08,1436,25.8,13.67951319,175.1312805,,,,,,
Farinha seca,Ampelocera edentula Kuhl,Ulmaceae,G08,1437,12.5,7.632728009,24.5294632,,,,,,
Arataciu preto ,Anomalocalyx uleanus (Pax. & K. Hoffm.) Ducke,Euphorbiaceae,G08,1438,11.6,7.223547057,20.17868486,,,,,,
Arataciu preto ,Anomalocalyx uleanus (Pax. & K. Hoffm.) Ducke,Euphorbiaceae,G08,1439,10.1,6.541578803,14.11348017,,,,,,
Acariquarana,Rinoria guianensis Aubl.,Violaceae,G08,1440,25.5,13.54311954,169.5117433,,,,,,
Pitomba,Talisia longifolia ( Benth ) Radlk.,Sapindaceae,G08,1441,16.7,9.54223912,53.03868727,,,,,,
Arataciu preto ,Anomalocalyx uleanus (Pax. & K. Hoffm.) Ducke,Euphorbiaceae,G08,1442,10.4,6.677972454,15.21405283,,,,,,
Andirobarana ,Guarea subsessiliflora C. DC.,Meliaceae,G08,1443,25.4,13.49765499,167.6655492,,,,,,
Abiu seco,Pouteria paraensis,Sapotaceae,G09,1444,16.5,9.45131002,51.3428003,,,,,,
Arataciu preto ,Anomalocalyx uleanus (Pax. & K. Hoffm.) Ducke,Euphorbiaceae,G09,1445,13.9,8.269231713,32.45762699,,,,,,
Jatauba,Trichilia micrantha Benth.,Meliaceae,G09,1446,24.4,13.04300949,149.9331874,,,,,,
Urucurana,Lindackeria latifolia Benth.,Flacourtiaceae,G09,1447,10.6,6.768901554,15.97819683,,,,,,
Inga,Inga macrophylla Spruce,Mimosaceae,G09,1448,17.1,9.724097321,56.5409195,,,,,,
Abiu seco,Pouteria paraensis,Sapotaceae,G09,1449,12.1,7.450869808,22.52664071,,,,,,
Abiu seco,Pouteria paraensis,Sapotaceae,G09,1450,19.2,10.67885288,77.45903701,,,,,,
Taquari,Mabea angustifolia Benth.,Euphorbiaceae,G09,1451,19.6,10.86071108,81.94916335,,,,,,
Amapa amargosa,Brosimum rubescens Taub.,Moraceae,G09,1452,11.4,7.132617956,19.28665184,,,,,,
Tauari,Couratari guianensis Aubl.,Lecythidaceae,G09,1453,22,11.95186028,112.5557855,,,,,,
Envira surucucu,Duguetia echinophora R.E. Fries ,Annonaceae,G09,1454,16.4,9.405845469,50.50849354,,,,,,
Matamata vermelho,Eschweilera bracteosa ( Poepp ex Berg ) Mori,Lecythidaceae,G09,1455,14.1,8.360160813,33.71202804,,,,,,
Tauari,Couratari guianensis Aubl.,Lecythidaceae,G09,1456,12.9,7.81458621,26.646294,,,,,,
Ucuuba da terra firme,Virola michelii Heckel,Myristicaceae,G09,1457,17.4,9.860490972,59.26577967,,,,,,
Envira preta,Guatteria poeppigiana Mart.,Annonaceae,G10,1458,10.9,6.905295205,17.17103092,,,,,,
Amapa doce,Brosimum parinarioides Ducke ssp. parinarioides,Moraceae,G10,1459,12.2,7.496334358,23.01682863,,,,,,
Inga vermelho,Inga alba ( SW ) Willd.,Mimosaceae,G10,1460,11.7,7.269011607,20.63470732,,,,,,
Inga vermelho,Inga alba ( SW ) Willd.,Mimosaceae,G10,1461,16.3,9.360380919,49.68321295,,,,,,
Breu vermelho,Protium tenuifolium Engl.,Burseraceae,G10,1462,19.1,10.63338833,76.36260369,,,,,,
Breu ,Protium decandrum ( Aublet ) March.,Burseraceae,G10,1463,11.7,7.269011607,20.63470732,,,,,,
Inga cipo,Inga edulis Mart.,Mimosaceae,G10,1464,11.7,7.269011607,20.63470732,,,,,,
Taquari,Mabea angustifolia Benth.,Euphorbiaceae,G10,1465,10.6,6.768901554,15.97819683,,,,,,
Ucuuba da terra firme,Virola michelii Heckel,Myristicaceae,G10,1466,10.1,6.541578803,14.11348017,,,,,,
Louro preto,Nectandra globosa ( Aubl ) Mez.,Lauraceae,G10,1467,11.6,7.223547057,20.17868486,,,,,,
Envira preta,Guatteria poeppigiana Mart.,Annonaceae,G10,1468,28.3,14.81612695,226.8479208,,,,,,
Matamata vermelho,Eschweilera bracteosa ( Poepp ex Berg ) Mori,Lecythidaceae,G10,1469,15.6,9.042129067,44.15488831,,,,,,
Abiu branco,Pradosia ptychandra Eyma,Sapotaceae,G10,1470,20.5,11.26989203,92.675949,,,,,,
Tachirana,Stryphnodendron paniculatum,Caesalpinaceae,G10,1471,13.7,8.178302612,31.23445728,,,,,,
Acariquarana,Rinoria guianensis Aubl.,Violaceae,G10,1472,24.5,13.08847404,151.6474614,,,,,,
Acariquarana,Rinoria guianensis Aubl.,Violaceae,G11,1473,17,9.678632771,55.65143233,,,,,,
Capitiu,Sipararuna cristata ( Poepp et Endl ) A. DC.,Mimosaceae,G11,1474,14,8.314696263,33.08089923,,,,,,
Inga vermelho,Inga alba ( SW ) Willd.,Mimosaceae,G11,1475,30.1,15.63448885,269.7767634,,,,,,
abiu vermelho,Pouteria platyphylla ( A . C Sm ) Baehni,Sapotaceae,G11,1476,23.1,12.45197034,128.8059838,,,,,,
Louro preto,Nectandra globosa ( Aubl ) Mez.,Lauraceae,G11,1477,13.5,8.087373512,30.04212902,,,,,,
Tauari cachimbo,Cariniana micrantha Ducke,Lecythidaceae,G11,1478,21.6,11.77000208,107.0026779,,,,,,
Freijo branco,Cordia scrabida DC.,Boraginaceae,G11,1479,32.1,16.54377986,323.4540654,,,,,,
Ucuuba da terra firme,Virola michelii Heckel,Myristicaceae,G11,1480,13.3,7.996444411,28.88025231,,,,,,
Inga xixi,Inga macrophylla Spruce,Mimosaceae,G11,1481,16,9.223987268,47.26104094,,,,,,
Inga cipo,Inga edulis Mart.,Mimosaceae,G11,1482,15,8.769341766,39.75377426,,,,,,
Inga facao,Inga sp.,Mimosaceae,G11,1483,21.4,11.67907298,104.2956787,,,,,,
Inga xixi,Inga macrophylla Spruce,Mimosaceae,G12,1484,26.1,13.81590684,180.8732725,,,,,,
Breu vermelho,Protium tenuifolium Engl.,Burseraceae,G12,1485,14.6,8.587483565,36.98722636,,,,,,
Axixa,Sterculia speciosa Ducke,Sterculiaceae,G12,1486,10.9,6.905295205,17.17103092,,,,,,
Abiu quadrado,Microphylis acutangula ( Ducke ) Eyma,Sapotaceae,G12,1487,11.2,7.041688856,18.42097643,,,,,,
Louro amarelo,Licaria brasiliensis (Nees) Kosterm.,Lauraceae ,G12,1488,15.1,8.814806316,40.4661492,,,,,,
Ucuubarana,Iryanthera sagotiana (Benth.)Warb.,Myristicaceae,G12,1489,16.5,9.45131002,51.3428003,,,,,,
Acariquara,Minquartia guianensis Aubl.,Olacaceae,G12,1490,18.3,10.26967192,67.95935085,,,,,,
Murta,Myrcia fallax ( Rich ) DC.,Myrtaceae,G12,1491,18.6,10.40606558,71.03459038,,,,,,
Pau de colher,Lacmelea aculeata ( Ducke ) Monachino,Apocynaceae,G13,1492,18.3,10.26967192,67.95935085,,,,,,
Matamata vermelho,Eschweilera bracteosa ( Poepp ex Berg ) Mori,Lecythidaceae,G13,1493,19.5,10.81524653,80.81087535,,,,,,
Janita,Clarisia elicifolia ( Spreng ) Lanj. & Russb.,Moraceae,G13,1494,12,7.405405258,22.04338335,,,,,,
Breu ,Protium decandrum ( Aublet ) March.,Burseraceae,G13,1495,17.7,9.996884623,62.07626116,,,,,,
Andirobarana,Guarea subsessiliflora C. DC.,Meliaceae,G13,1496,23.4,12.58836399,133.4932336,,,,,,
Ucuuba da terra firme,Virola michelii Heckel,Myristicaceae,G13,1497,19.2,10.67885288,77.45903701,,,,,,
Joao  grande,Neea floribunda Poepp & Endl.,Nyctaginaceae,G13,1498,21.2,11.58814388,101.6345296,,,,,,
Inga vermelho,Inga alba ( SW ) Willd.,Mimosaceae,G13,1499,19.9,10.99710473,85.42773513,,,,,,
Breu vermelho,Protium tenuifolium Engl.,Burseraceae,G13,1500,30.6,15.86181161,282.5920933,,,,,,
Breu manga,Tetragastris altissima ( Aubl ) Swartz,Burseraceae,G13,1501,10.4,6.677972454,15.21405283,,,,,,
Abiu seco,Pouteria paraensis,Sapotaceae,G13,1502,16.9,9.633168221,54.77126373,,,,,,
Ucuuba vermelha,Virola elongata ( Benth ) Warb ,Myristicaceae,G13,1503,12.3,7.541798909,23.51399586,,,,,,
Muirarema,Trichilia micrantha Benth.,Meliaceae,G13,1504,32.8,16.86203171,343.7969429,,,,,,
Acariquarana,Rinoria guianensis Aubl.,Violaceae,G14,1505,16.5,9.45131002,51.3428003,,,,,,
Canela de jacamim,Rinoria racenosa( Mart.) Kuntze,Violaceae,G14,1506,14.2,8.405625364,34.35106215,,,,,,
Muirarema,Trichilia micrantha Benth.,Meliaceae,G14,1507,19.8,10.95164018,84.25754451,,,,,,
Acariquarana,Rinoria guianensis Aubl.,Violaceae,G14,1508,10.4,6.677972454,15.21405283,,,,,,
Andirobarana ,Guarea subsessiliflora C. DC.,Meliaceae,G14,1509,19.6,10.86071108,81.94916335,,,,,,
Melancieira,Alexa grandiflora Ducke,Papilionoideae,G14,1510,15.2,8.860270866,41.18691678,,,,,,
Coracao de negro,Chamaecrista xinguensis ( Ducke ) Irwin & Barneby,Caesalpinaceae,G14,1511,17.5,9.905955522,60.19302838,,,,,,
Goiabarana,Myrcia rufipila Mc Vaugh.,Myrtaceae,G14,1512,10.5,6.723437004,15.59304945,,,,,,
Inga cipo,Inga edulis Mart.,Mimosaceae,G14,1513,22,11.95186028,112.5557855,,,,,,
Ucuubarana folha miuda ,Iryanthera paraensis Huber.,Myristicaceae,G14,1514,33.4,17.13481901,361.8966745,,,,,,
Embaubarana,Pourouma guianensis Aubl.,Cecropiaceae,G15,1515,18.7,10.45153013,72.07980169,,,,,,
Breu manga,Tetragastris altissima ( Aubl ) Swartz,Burseraceae,G15,1516,10.1,6.541578803,14.11348017,,,,,,
Tachi vermelho,Sclerolobium chrysophyllum Poepp & Endl,Caesalpinaceae,G15,1517,11.4,7.132617956,19.28665184,,,,,,
Matamata preto,Eschweilera coriacea (A.DC.)Mori,Lecythidaceae,G15,1518,20.1,11.08803383,87.80036006,,,,,,
Acariquarana,Rinoria guianensis Aubl.,Violaceae,G15,1519,11.3,7.087153406,18.8505438,,,,,,
Muirarema,Trichilia micrantha Benth.,Meliaceae,G15,1520,17,9.678632771,55.65143233,,,,,,
Pama,Brosimum sp.,Moraceae,G15,1521,16.6,9.49677457,52.18618197,,,,,,
Farinha seca,Ampelocera edentula Kuhl,Ulmaceae,G15,1522,10.1,6.541578803,14.11348017,,,,,,
Louro amarelo,Licaria brasiliensis (Nees) Kosterm.,Lauraceae ,G15,1523,12,7.405405258,22.04338335,,,,,,
Breu ,Protium decandrum ( Aublet ) March.,Burseraceae,G15,1524,30,15.5890243,267.2609942,,,,,,
Breu vermelho,Protium tenuifolium Engl.,Burseraceae,G15,1525,11.1,6.996224306,17.99790098,,,,,,
Ucuubarana,Iryanthera sagotiana (Benth.)Warb.,Myristicaceae,G16,1526,18.5,10.36060102,69.99947728,,,,,,
Breu manga,Tetragastris altissima ( Aubl ) Swartz,Burseraceae,G16,1527,26.3,13.90683595,184.7699472,,,,,,
Jatauba,Trichilia sp.,Meliaceae,G16,1528,31.5,16.27099256,306.6682628,,,,,,
Andirobarana ,Guarea subsessiliflora C. DC.,Meliaceae,G16,1529,14.5,8.542019014,36.31608368,,,,,,
Envira surucucu,Duguetia echinophora R.E. Fries ,Annonaceae,G16,1530,11.5,7.178082507,19.72934928,,,,,,
Quinarana,Geissospermum sericeum (Benth.)Hook.,Apocynaceae,G16,1531,11.4,7.132617956,19.28665184,,,,,,
Capitiu,Sipararuna cristata ( Poepp et Endl ) A. DC.,Mimosaceae,G16,1532,10.4,6.677972454,15.21405283,,,,,,
Caxua,Trichilia lequente,Meliaceae,G16,1533,19.2,10.67885288,77.45903701,,,,,,
Abiu rosadinha,Michopholis venulosa (Mart. & Eichler ) Pierre,Sapotaceae,G16,1534,21.5,11.72453753,105.6434227,,,,,,
Acariquarana,Rinoria guianensis Aubl.,Violaceae,G17,1535,12.7,7.72365711,25.57343261,,,,,,
Andirobarana ,Guarea subsessiliflora C. DC.,Meliaceae,G17,1536,15.5,8.996664517,43.40006279,,,,,,
Matamata vermelho,Eschweilera bracteosa ( Poepp ex Berg ) Mori,Lecythidaceae,G17,1537,13.3,7.996444411,28.88025231,,,,,,
Purui,Duroia longiflora Ducke,Rubiaceae,G17,1538,16.8,9.58770367,53.90036495,,,,,,
inga preto,Inga sp.,Mimosaceae,G17,1539,10.1,6.541578803,14.11348017,,,,,,
Matamata branco,Eschweilera coriacea ( A. P. Decandolle ) Mart ex Berg,Lecythidaceae,G17,1540,14.8,8.678412665,38.35400741,,,,,,
Muirarema,Trichilia micrantha Benth.,Meliaceae,G17,1541,17.4,9.860490972,59.26577967,,,,,,
Acariquarana,Rinoria guianensis Aubl.,Violaceae,G17,1542,12.7,7.72365711,25.57343261,,,,,,
Matamata branco,Eschweilera coriacea ( A. P. Decandolle ) Mart ex Berg,Lecythidaceae,G17,1543,17.7,9.996884623,62.07626116,,,,,,
Bacabinha,Oenocarpus minor ( Mart.),Arecaceae,G17,1544,16.2,9.314916369,48.86690981,,,,,,
Canela de jacamim,Rinoria racenosa( Mart.) Kuntze,Violaceae,G17,1545,16.6,9.49677457,52.18618197,,,,,,
Muirarema,Trichilia micrantha Benth.,Meliaceae,G17,1546,11.5,7.178082507,19.72934928,,,,,,
Louro preto,Nectandra globosa ( Aubl ) Mez.,Lauraceae,G17,1547,15.1,8.814806316,40.4661492,,,,,,
Andiroba,Carapa guianensis Audl.,Meliaceae,G17,1548,23.1,12.45197034,128.8059838,,,,,,
Jatauba,Trichilia sp.,Meliaceae,G17,1549,11.1,6.996224306,17.99790098,,,,,,
Matamata vermelho,Eschweilera bracteosa ( Poepp ex Berg ) Mori,Lecythidaceae,G18,1550,16.1,9.269451819,48.05953539,,,,,,
Tachirana,Stryphnodendron paniculatum,Caesalpinaceae,G18,1551,22.7,12.27011214,122.7281606,,,,,,
Saboeira,Abarema auriculata ( Benth ) Barneby & Grimes,Mimosaceae,G18,1552,16.3,9.360380919,49.68321295,,,,,,
Inga cipo,Inga edulis Mart.,Mimosaceae,G18,1553,13.5,8.087373512,30.04212902,,,,,,
Tauari,Couratari guianensis Aubl.,Lecythidaceae,G18,1554,17,9.678632771,55.65143233,,,,,,
Muiratinga,Maquira guianensis ( Aubl ) Hub.,Moraceae,G18,1555,16.1,9.269451819,48.05953539,,,,,,
Matamata vermelho,Eschweilera bracteosa ( Poepp ex Berg ) Mori,Lecythidaceae,G18,1556,14.9,8.723877215,39.04974325,,,,,,
Breu manga,Tetragastris altissima ( Aubl ) Swartz,Burseraceae,G18,1557,28.1,14.72519785,222.3797231,,,,,,
Matamata vermelho,Eschweilera bracteosa ( Poepp ex Berg ) Mori,Lecythidaceae,G18,1558,16.2,9.314916369,48.86690981,,,,,,
Pente de macaco,Apeiba echinata Gaertner ,Tiliaceae,G18,1559,11.8,7.314476157,21.09746539,,,,,,
Arataciu preto ,Anomalocalyx uleanus (Pax. & K. Hoffm.) Ducke,Euphorbiaceae,G18,1560,10.3,6.632507904,14.84115824,,,,,,
Andiroba,Carapa guianensis Audl.,Meliaceae,G18,1561,16.5,9.45131002,51.3428003,,,,,,
Fava arara tucupi,Parkia multijuga Benth.,Mimosaceae,G18,1562,22.7,12.27011214,122.7281606,,,,,,
Andiroba,Carapa guianensis Audl.,Meliaceae,G18,1563,16,9.223987268,47.26104094,,,,,,
Parapara,Jacaranda copaia ( Aubl ) D. Don,Bignoniaceae,G18,1564,24.9,13.27033224,158.6347725,,,,,,
Matamata vermelho,Eschweilera bracteosa ( Poepp ex Berg ) Mori,Lecythidaceae,G18,1565,10.7,6.814366105,16.36954371,,,,,,
Arataciu preto ,Anomalocalyx uleanus (Pax. & K. Hoffm.) Ducke,Euphorbiaceae,G19,1566,24,12.86115129,143.204845,,,,,,
Matamata vermelho,Eschweilera bracteosa ( Poepp ex Berg ) Mori,Lecythidaceae,G19,1567,18.5,10.36060102,69.99947728,,,,,,
Melancieira,Alexa grandiflora Ducke,Papilionoideae,G19,1568,16.9,9.633168221,54.77126373,,,,,,
Macaranduba,Manilkara huberi (Ducke) Chev.,Sapotaceae,G19,1569,11,6.950759755,17.58126873,,,,,,
